ESTU_GENERO;ESTU_AREARESIDE;ESTU_VALORMATRICULAUNIVERSIDAD;ESTU_PAGOMATRICULABECA;ESTU_PAGOMATRICULACREDITO;ESTU_PAGOMATRICULAPADRES;ESTU_PAGOMATRICULAPROPIO;ESTU_COMOCAPACITOEXAMENSB11;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_VIVIENDA;FAMI_TIENEINTERNET;FAMI_TIENECOMPUTADOR;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;ESTU_HORASSEMANATRABAJA;ESTU_PRGM_ACADEMICO;MOD_RAZONA_CUANTITAT_PUNT;MOD_LECTURA_CRITICA_PUNT;MOD_COMPETEN_CIUDADA_PUNT;MOD_COMUNI_ESCRITA_PUNT;PUNT_GLOBAL;MOD_INGLES_PUNT
M;Cabecera Municipal;Menos de 500 mil;Si;No;No;No;No realiza ninguna prueba de preparacion;Tecnica o tecnologica completa;Secundaria (Bachillerato) completa;3;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja por cuenta propia (por ejemplo plomero, electricista);Entre 21 y 30 horas;INGENIERIA CIVIL;198;171;181;167;183;197
F;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Secundaria (Bachillerato) incompleta;2;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Es vendedor o trabaja en atencion al publico;Entre 21 y 30 horas;CONTADURIA PUBLICA;154;144;108;134;132;120
M;Cabecera Municipal;No paga matricula;Si;No;Si;Si;Repasa por cuenta propia;Tecnica o tecnologica completa;Secundaria (Bachillerato) completa;;;;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;;LICENCIATURA EN INFORMATICA;171;192;119;171;159;143
M;Cabecera Municipal;Menos de 500 mil;Si;No;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;3;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Es vendedor o trabaja en atencion al publico;Entre 11 y 20 horas;ECONOMIA;165;190;172;0;143;187
M;Cabecera Municipal;Menos de 500 mil;Si;No;No;No;Repasa por cuenta propia;Primaria completa;Tecnica o tecnologica completa;2;Si;Si;Ninguno;Ninguno;Entre 11 y 20 horas;CONTADURIA PUBLICA;180;159;170;148;155;119
M;Cabecera Municipal;Menos de 500 mil;Si;No;No;Si;Repasa por cuenta propia;Ninguno;Primaria incompleta;2;Si;No;Ninguno;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Mas de 30 horas;INGENIERIA DE SISTEMAS;174;157;87;95;124;107
M;Area Rural;No paga matricula;No;No;Si;Si;Repasa por cuenta propia;;;;;;;;;INGENIERIA DE SISTEMAS;172;127;133;0;106;100
M;Area Rural;No paga matricula;Si;No;No;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;No;No;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Mas de 30 horas;INGENIERIA DE SISTEMAS;166;124;88;125;116;77
F;Cabecera Municipal;Menos de 500 mil;Si;No;No;No;Repasa por cuenta propia;Tecnica o tecnologica incompleta;Secundaria (Bachillerato) completa;1;Si;No;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Trabaja en el hogar, no trabaja o estudia;0;LICENCIATURA EN ESPA袿L E INGLES;128;200;179;157;176;215
M;Area Rural;No paga matricula;No;No;Si;No;No realiza ninguna prueba de preparacion;Primaria completa;Secundaria (Bachillerato) incompleta;1;No;Si;Es agricultor, pesquero o jornalero;Trabaja como personal de limpieza, mantenimiento, seguridad o construcci贸n;Entre 11 y 20 horas;SOCIOLOGIA;114;129;102;121;118;126
F;Cabecera Municipal;No paga matricula;No;No;Si;No;No realiza ninguna prueba de preparacion;Primaria incompleta;Tecnica o tecnologica completa;1;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;0;SOCIOLOGIA;134;140;118;132;129;123
M;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;No;No;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;ECONOMIA;154;170;165;160;159;147
F;Cabecera Municipal;No paga matricula;Si;Si;No;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;Si;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;MEDICINA;129;120;90;118;116;123
M;Cabecera Municipal;No paga matricula;Si;Si;No;Si;No realiza ninguna prueba de preparacion;Primaria incompleta;Primaria incompleta;1;Si;Si;Es vendedor o trabaja en atencion al publico;Trabaja en el hogar, no trabaja o estudia;0;MEDICINA;132;128;103;79;118;150
M;Cabecera Municipal;No paga matricula;No;No;Si;Si;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;2;Si;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Menos de 10 horas;ECONOMIA;140;147;155;136;141;125
M;Cabecera Municipal;Menos de 500 mil;No;Si;Si;No;Repasa por cuenta propia;Primaria completa;Primaria incompleta;2;No;No;Ninguno;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;MEDICINA;128;171;201;151;163;162
F;Cabecera Municipal;No paga matricula;Si;No;No;No;No realiza ninguna prueba de preparacion;Primaria incompleta;Secundaria (Bachillerato) incompleta;1;Si;No;;Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;MEDICINA;83;124;96;118;106;109
F;Area Rural;Menos de 500 mil;Si;No;Si;No;Repasa por cuenta propia;;;;;;;;;ECONOMIA;118;130;118;171;133;129
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Ninguno;Primaria incompleta;2;Si;No;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;0;LICENCIATURA EN CIENCIAS SOCIALES;111;192;158;145;154;165
F;Cabecera Municipal;No paga matricula;Si;No;No;No;No realiza ninguna prueba de preparacion;Primaria incompleta;Primaria completa;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;INGENIERIA AGROINDUSTRIAL;196;200;190;162;184;170
F;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Primaria completa;Primaria completa;1;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA AGROINDUSTRIAL;167;166;161;134;155;149
M;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Primaria completa;1;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;DISE袿 INDUSTRIAL;148;145;120;114;136;154
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Primaria completa;Primaria incompleta;2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 11 y 20 horas;INGENIERIA AMBIENTAL;149;175;169;148;168;201
F;;;;;;;;Primaria completa;Secundaria (Bachillerato) incompleta;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA AMBIENTAL;157;157;157;156;157;156
M;;;;;;;;Primaria completa;Primaria completa;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;INGENIERIA AMBIENTAL;149;150;176;162;157;148
M;Cabecera Municipal;Menos de 500 mil;Si;No;Si;No;No realiza ninguna prueba de preparacion;Primaria completa;Primaria incompleta;1;Si;No;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;INGENIERIA AGROFORESTAL;141;112;86;127;115;109
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;LICENCIATURA EN CIENCIAS SOCIALES;143;156;161;135;151;161
M;Cabecera Municipal;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;Ninguno;Primaria incompleta;1;Si;Si;Trabaja en el hogar, no trabaja o estudia;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;0;SOCIOLOGIA;127;153;148;0;110;122
M;Cabecera Municipal;Menos de 500 mil;Si;Si;Si;Si;Repasa por cuenta propia;Tecnica o tecnologica completa;Tecnica o tecnologica completa;2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja por cuenta propia (por ejemplo plomero, electricista);Entre 11 y 20 horas;INGENIERIA EN PRODUCCION ACUICOLA;150;150;150;176;149;119
F;Area Rural;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;No;No;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;Mas de 30 horas;CONTADURIA PUBLICA;144;126;130;160;141;146
M;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Ninguno;Ninguno;2;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;CONTADURIA PUBLICA;209;151;181;148;164;130
M;Cabecera Municipal;No paga matricula;Si;No;No;Si;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;No;No;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;0;MEDICINA;118;165;145;143;139;126
F;Cabecera Municipal;Menos de 500 mil;Si;No;No;No;Repasa por cuenta propia;Primaria completa;Tecnica o tecnologica completa;2;No;No;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Es agricultor, pesquero o jornalero;Entre 11 y 20 horas;MEDICINA;163;183;154;171;165;155
F;Area Rural;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;No;Si;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;Entre 21 y 30 horas;ECONOMIA;133;133;129;128;133;140
F;Cabecera Municipal;No paga matricula;Si;No;No;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;;Si;Si;Es agricultor, pesquero o jornalero;Trabaja como personal de limpieza, mantenimiento, seguridad o construcci贸n;Entre 11 y 20 horas;ECONOMIA;167;179;183;165;159;103
F;Area Rural;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Tecnica o tecnologica incompleta;2;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);No aplica;Entre 11 y 20 horas;LICENCIATURA EN ARTES VISUALES;162;167;169;127;159;169
F;Cabecera Municipal;Menos de 500 mil;Si;No;No;No;No realiza ninguna prueba de preparacion;Tecnica o tecnologica completa;Tecnica o tecnologica completa;2;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Es vendedor o trabaja en atencion al publico;Mas de 30 horas;INGENIERIA CIVIL;199;159;123;131;152;147
F;Cabecera Municipal;No paga matricula;Si;No;No;No;No realiza ninguna prueba de preparacion;Primaria incompleta;Primaria incompleta;1;No;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;LICENCIATURA EN CIENCIAS SOCIALES;156;178;187;146;167;168
F;Cabecera Municipal;No paga matricula;No;Si;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;No;No;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;SOCIOLOGIA;136;171;181;124;152;148
M;Area Rural;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;Primaria completa;Primaria completa;1;No;;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;Entre 11 y 20 horas;ECONOMIA;125;144;136;141;135;130
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;ECONOMIA;184;125;85;158;139;144
M;Cabecera Municipal;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria completa;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;ARQUITECTURA;172;178;181;150;172;178
M;Cabecera Municipal;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria completa;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;ARQUITECTURA;172;178;181;150;172;178
M;Cabecera Municipal;No paga matricula;No;Si;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;No;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;INGENIERIA EN PRODUCCION ACUICOLA;124;111;73;0;86;123
M;Area Rural;No paga matricula;Si;No;No;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Primaria completa; ;Si;Si;Ninguno;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;LICENCIATURA EN MUSICA;125;147;88;0;104;160
F;Cabecera Municipal;Menos de 500 mil;Si;No;No;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja por cuenta propia (por ejemplo plomero, electricista);Entre 21 y 30 horas;DISE袿 GRAFICO;133;195;127;162;154;153
F;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;No;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA AMBIENTAL;157;172;134;158;152;141
M;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Educacion profesional completa;Tecnica o tecnologica completa;2;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Pensionado;Entre 21 y 30 horas;INGENIERIA AMBIENTAL;182;165;169;164;160;119
F;Cabecera Municipal;Menos de 500 mil;Si;No;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Primaria completa;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;PSICOLOGIA;175;174;198;178;177;162
F;Area Rural;Entre 500 mil y menos de 1 millon;No;No;No;No;Repasa por cuenta propia;Primaria completa;Primaria completa;1;No;No;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;Menos de 10 horas;LICENCIATURA EN CIENCIAS SOCIALES;138;154;154;161;150;145
F;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;3;Si;Si;Ninguno;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Menos de 10 horas;ARQUITECTURA;180;0;0;86;95;207
F;Cabecera Municipal;Menos de 500 mil;Si;No;No;Si;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;ECONOMIA;167;201;186;113;164;155
M;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Postgrado;Educacion profesional completa;2;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA CIVIL;200;225;197;170;201;215
M;Cabecera Municipal;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;;;;;;;;;LICENCIATURA EN FILOSOFIA Y LETRAS;177;204;185;163;182;179
M;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Tecnica o tecnologica completa;Educacion profesional completa;3;Si;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Es vendedor o trabaja en atencion al publico;Menos de 10 horas;INGENIERIA ELECTRONICA;198;158;178;153;176;192
M;Cabecera Municipal;Entre 500 mil y menos de 1 millon;Si;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Tecnica o tecnologica completa;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;0;PSICOLOGIA;187;192;85;180;152;114
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Ninguno;Tecnica o tecnologica incompleta;2;Si;Si;Ninguno;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;PSICOLOGIA;125;160;150;0;110;117
F;Area Rural;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Primaria incompleta;Primaria completa; ;No;No;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;0;INGENIERIA AGROFORESTAL;157;125;146;146;138;114
F;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Primaria incompleta;1;Si;Si;Pensionado;Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;COMERCIO INTERNACIONAL Y MERCADEO;140;159;181;157;157;148
F;Cabecera Municipal;No paga matricula;No;No;No;No;Repasa por cuenta propia;Tecnica o tecnologica completa;Secundaria (Bachillerato) completa;1;Si;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Entre 11 y 20 horas;MEDICINA VETERINARIA;149;186;173;157;168;174
M;Area Rural;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Tecnica o tecnologica completa;1;No;No;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Mas de 30 horas;ADMINISTRACION DE EMPRESAS;154;169;183;165;164;147
F;Cabecera Municipal;No paga matricula;Si;No;Si;Si;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Tecnica o tecnologica completa;1;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Menos de 10 horas;LICENCIATURA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;124;171;158;177;157;156
M;Cabecera Municipal;No paga matricula;No;No;No;Si;Repasa por cuenta propia;;;;;;;;;INGENIERIA CIVIL;178;140;175;103;147;139
M;Cabecera Municipal;Entre 500 mil y menos de 1 millon;Si;No;No;No;Repasa por cuenta propia;Tecnica o tecnologica completa;Postgrado;2;Si;Si;Pensionado;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Entre 11 y 20 horas;INGENIERIA ELECTRONICA;190;185;166;152;172;169
F;Cabecera Municipal;Menos de 500 mil;Si;No;No;Si;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;SOCIOLOGIA;151;146;178;124;148;139
F;;;;;;;;Postgrado;Postgrado;2;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);0;LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES;169;189;169;165;179;204
