ESTU_GENERO;FAMI_VIVIENDA;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;FAMI_TIENEINTERNET;FAMI_TIENECOMPUTADOR;FAMI_NUMLIBROS;FAMI_SITUACIONECONOMICA;ESTU_DEDICACIONLECTURADIARIA;ESTU_DEDICACIONINTERNET;COLE_NATURALEZA;COLE_CALENDARIO;COLE_BILINGUE;COLE_AREA_UBICACION;COLE_JORNADA;PUNT_LECTURA_CRITICA;PUNT_MATEMATICAS;PUNT_C_NATURALES;PUNT_SOCIALES_CIUDADANAS;PUNT_INGLES;PUNT_GLOBAL
F;Estrato 3;Primaria;Primaria;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;N;RURAL;MAÑANA;48;45;37;43;49;218
F;Estrato 1;Primaria;Bachillerato;Empleado;Empleado;Si;No;MAS DE 100 LIBROS;Peor;No leo por entretenimiento;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;69;57;60;60;51;303
F;Estrato 1;Bachillerato;profesional;Ninguno;Ninguno;Si;No;0 A 10 LIBROS;Mejor;No leo por entretenimiento;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;UNICA;50;59;48;43;49;250
M;Estrato 1;Primaria;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;No leo por entretenimiento;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;51;48;43;41;51;231
M;Estrato 1;Primaria;Bachillerato;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;UNICA;60;58;58;59;53;292
M;Estrato 3;Primaria;Primaria;Empleado;Empleado;Si;No;11 A 25 LIBROS;Peor;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;;RURAL;MAÑANA;41;43;37;38;39;198
M;1;Ninguno;Bachillerato;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;44;49;44;40;42;220
M;Estrato 1;Primaria;Tecnica o tecnoligica;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Igual;No leo por entretenimiento;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;52;66;49;33;51;250
M;;;;;;;;;;;;OFICIAL;A;N;RURAL;UNICA;58;57;39;42;38;241
M;Estrato 2;Bachillerato;Primaria;Ninguno;Ninguno;Si;Si;11 A 25 LIBROS;Mejor;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;UNICA;31;30;38;31;35;163
F;Estrato 3;Primaria;Primaria;Empleado;Empleado;No;No;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;;RURAL;MAÑANA;40;46;41;41;39;209
M;;;;;;;;;;;;OFICIAL;A;N;URBANO;UNICA;51;57;58;48;44;264
M;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;26 A 100 LIBROS;Igual;No leo por entretenimiento;Entre 1 y 3 horas;NO OFICIAL;A;;URBANO;SABATINA;38;42;44;29;43;193
F;;Primaria;Primaria;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;UNICA;66;67;60;64;48;315
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Peor;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;;RURAL;MAÑANA;38;40;41;40;44;200
F;Estrato 2;Bachillerato;Bachillerato;Empleado;Empleado;No;No;0 A 10 LIBROS;Peor;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;41;41;40;39;40;201
F;Estrato 1;Primaria;Primaria;Ninguno;Pensionado;No;No;0 A 10 LIBROS;Igual;No leo por entretenimiento;Mas de 3 horas;OFICIAL;A;N;URBANO;MAÑANA;33;36;42;36;38;184
F;2;Ninguno;Primaria;Empleado;Ninguno;Si;Si;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Mas de 3 horas;OFICIAL;A;N;URBANO;TARDE;67;68;61;69;47;324
F;Estrato 2;Primaria;Primaria;Empleado;Empleado;No;No;11 A 25 LIBROS;Peor;Entre 1 y 3 horas;No Navega Internet;OFICIAL;A;N;RURAL;MAÑANA;44;40;44;39;48;211
F;2;Primaria;Bachillerato;Empleado;Ninguno;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;52;47;46;39;54;233
F;Estrato 2;Primaria;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Mejor;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;SABATINA;38;31;45;29;38;180
F;Sin Estrato;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;52;45;44;33;34;214
F;Estrato 1;Bachillerato;Bachillerato;Ninguno;Empleado;No;No;0 A 10 LIBROS;Peor;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;;URBANO;MAÑANA;55;63;45;52;49;267
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;Si;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;UNICA;53;57;53;45;34;253
F;Estrato 1;Bachillerato;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;No Navega Internet;OFICIAL;A;N;URBANO;MAÑANA;39;41;37;36;36;190
F;;Primaria;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;49;53;45;38;34;227
F;;Primaria;Bachillerato;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;55;55;52;51;52;266
F;;Bachillerato;Ninguno;Empleado;Empleado;Si;No;MAS DE 100 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;NO OFICIAL;A;;URBANO;SABATINA;29;23;38;27;39;150
M;Sin Estrato;Primaria;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;52;61;64;56;47;287
F;Estrato 1;Bachillerato;Ninguno;Empleado;Empleado;No;No;26 A 100 LIBROS;Igual;Entre 30 y 60 minutos;No Navega Internet;NO OFICIAL;A;;URBANO;SABATINA;58;55;47;55;51;268
M;Estrato 5;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Mejor;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;42;56;45;32;46;220
M;Estrato 1;Bachillerato;Bachillerato;Empleado;Empleado;No;No;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;No Navega Internet;OFICIAL;A;N;URBANO;NOCHE;46;53;39;42;34;221
M;Estrato 3;Bachillerato;Ninguno;Empleado;Empleado;No;No;0 A 10 LIBROS;Peor;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;TARDE;38;33;36;29;44;174
M;Estrato 1;Primaria;Bachillerato;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;52;46;60;48;49;257
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;;RURAL;MAÑANA;37;44;34;33;35;184
F;Estrato 1;Primaria;Bachillerato;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;73;100;71;73;75;395
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;No leo por entretenimiento;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;58;47;51;53;55;262
F;Estrato 4;Tecnica o tecnoligica;Bachillerato;Empleado;Empleado;No;Si;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;S;URBANO;MAÑANA;41;41;38;42;45;204
F;Estrato 2;Primaria;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;TARDE;61;47;45;51;39;250
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;Si;11 A 25 LIBROS;Mejor;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;40;50;49;42;42;225
F;Estrato 2;Primaria;Primaria;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;44;45;37;32;40;198
F;Estrato 6;Primaria;Tecnica o tecnoligica;Ninguno;Ninguno;No;No;0 A 10 LIBROS;Peor;Mas de 2 horas;Mas de 3 horas;OFICIAL;A;;RURAL;UNICA;32;29;31;32;34;156
F;Estrato 1;Ninguno;Bachillerato;Ninguno;Empleado;Si;Si;11 A 25 LIBROS;Mejor;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;49;50;40;49;46;235
F;Estrato 1;Ninguno;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Peor;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;;RURAL;UNICA;49;42;41;46;38;220
F;Estrato 2;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;N;URBANO;MAÑANA;56;49;57;50;52;265
F;Estrato 1;Primaria;Bachillerato;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;UNICA;73;68;68;71;57;345
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;Si;No;11 A 25 LIBROS;Peor;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;N;URBANO;MAÑANA;62;47;54;59;55;277
M;Estrato 2;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;UNICA;49;67;56;47;55;274
F;Estrato 4;Primaria;Ninguno;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;;URBANO;MAÑANA;40;33;41;24;33;172
F;Estrato 3;Ninguno;profesional;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;NO OFICIAL;A;;URBANO;MAÑANA;53;57;53;48;49;262
F;Estrato 2;profesional;Bachillerato;Empleado;Empleado;No;No;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;NO OFICIAL;A;;URBANO;SABATINA;49;43;47;48;45;233
F;2;Primaria;Bachillerato;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;N;URBANO;TARDE;39;37;42;36;42;194
M;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Peor;Entre 1 y 3 horas;Entre 1 y 3 horas;NO OFICIAL;A;;URBANO;SABATINA;49;41;50;47;57;238
F;Estrato 3;Primaria;Primaria;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;52;69;65;58;54;302
F;Estrato 1;Ninguno;Postgrado;Ninguno;Empleado;Si;Si;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;UNICA;45;51;53;35;43;229
F;Sin Estrato;Bachillerato;Bachillerato;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;48;42;49;39;53;226
F;;;;;;;;;;;;OFICIAL;A;N;URBANO;MAÑANA;53;45;51;47;52;246
F;;;;;;;;;;;;OFICIAL;A;N;URBANO;MAÑANA;54;50;53;56;37;260
F;Sin Estrato;Bachillerato;Bachillerato;Empleado;Empleado;No;No;0 A 10 LIBROS;Peor;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;;URBANO;MAÑANA;37;31;37;35;44;178
F;Estrato 2;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;NOCHE;45;44;34;41;43;206
F;;;;Ninguno;Ninguno;;No;;Peor;;;OFICIAL;A;N;URBANO;MAÑANA;36;40;29;41;35;182
F;Estrato 1;Primaria;Bachillerato;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;34;52;49;31;47;210
M;1;Primaria;Bachillerato;Ninguno;Empleado;Si;No;11 A 25 LIBROS;Mejor;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;60;58;59;58;56;293
M;Estrato 4;Bachillerato;Bachillerato;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Mejor;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;N;URBANO;MAÑANA;47;52;43;41;54;232
M;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;S;URBANO;MAÑANA;57;57;58;55;57;284
F;6;Bachillerato;Primaria;Empleado;Empleado;Si;No;26 A 100 LIBROS;Igual;;;NO OFICIAL;A;;URBANO;MAÑANA;42;35;40;40;33;194
M;Estrato 2;Bachillerato;Bachillerato;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Mejor;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;39;30;39;25;41;169
M;3;Bachillerato;Bachillerato;;;Si;Si;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;UNICA;40;53;44;30;51;212
M;Estrato 1;Bachillerato;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;50;61;48;47;47;256
F;Estrato 3;Bachillerato;Bachillerato;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;55;74;54;54;59;296
F;Estrato 1;Bachillerato;Primaria;Empleado;Empleado;No;No;26 A 100 LIBROS;Igual;No leo por entretenimiento;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;64;46;48;48;48;256
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;47;55;55;52;48;260
F;Estrato 1;Bachillerato;Bachillerato;Ninguno;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;;URBANO;MAÑANA;43;48;39;29;31;195
F;1;Bachillerato;Tecnica o tecnoligica;Empleado;Empleado;Si;Si;26 A 100 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;75;77;67;71;81;366
F;1;Bachillerato;Bachillerato;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;UNICA;36;43;40;29;47;189
F;;;;Empleado;Empleado;;No;;Mejor;;;OFICIAL;A;N;RURAL;UNICA;30;22;32;28;43;146
M;;Bachillerato;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;NOCHE;57;55;54;47;43;262
F;Estrato 1;Primaria;Ninguno;Empleado;Empleado;No;No;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;;URBANO;MAÑANA;43;53;43;36;43;218
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;No Navega Internet;OFICIAL;A;N;URBANO;MAÑANA;41;42;45;32;50;204
F;Estrato 2;Bachillerato;profesional;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;53;51;57;47;47;258
F;Estrato 2;Primaria;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;N;RURAL;MAÑANA;35;42;40;31;35;184
F;Estrato 2;Primaria;Primaria;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Mejor;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;56;48;56;53;42;262
F;Estrato 1;Tecnica o tecnoligica;Bachillerato;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;TARDE;63;56;57;63;55;297
F;Estrato 1;Postgrado;Bachillerato;Empleado;Empleado;Si;No;11 A 25 LIBROS;Peor;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;S;RURAL;MAÑANA;46;35;32;40;38;191
F;1;Primaria;Bachillerato;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;No leo por entretenimiento;Entre 1 y 3 horas;NO OFICIAL;A;;URBANO;SABATINA;44;39;46;39;49;213
F;Estrato 1;Primaria;Bachillerato;Empleado;Ninguno;No;No;0 A 10 LIBROS;Peor;No leo por entretenimiento;No Navega Internet;OFICIAL;A;N;RURAL;MAÑANA;57;64;58;64;46;298
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;43;59;51;41;49;243
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;60;49;55;51;59;271
F;Estrato 1;Bachillerato;Bachillerato;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;No leo por entretenimiento;No Navega Internet;OFICIAL;A;S;URBANO;MAÑANA;32;33;34;26;47;162
M;Estrato 3;Primaria;Bachillerato;Empleado;Empleado;No;Si;11 A 25 LIBROS;Mejor;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;35;34;34;34;36;172
M;Estrato 2;Bachillerato;Bachillerato;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;57;56;59;49;51;275
F;Estrato 3;Primaria;Primaria;Empleado;Empleado;No;Si;11 A 25 LIBROS;Mejor;Entre 30 y 60 minutos;Mas de 3 horas;OFICIAL;A;N;URBANO;TARDE;31;29;39;28;36;160
F;Estrato 3;Ninguno;Primaria;Ninguno;Empleado;Si;Si;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;NO OFICIAL;A;;URBANO;SABATINA;52;37;46;45;44;225
F;;;;;;;;;;;;OFICIAL;A;N;RURAL;SABATINA;52;42;48;41;39;226
M;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;11 A 25 LIBROS;Mejor;Entre 30 y 60 minutos;No Navega Internet;OFICIAL;A;N;URBANO;MAÑANA;45;46;41;47;35;220
M;3;Bachillerato;Bachillerato;Empleado;Empleado;Si;Si;26 A 100 LIBROS;Mejor;Entre 30 y 60 minutos;Entre 1 y 3 horas;NO OFICIAL;A;;URBANO;MAÑANA;54;61;54;47;57;271
F;Estrato 1;Bachillerato;Bachillerato;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;No leo por entretenimiento;No Navega Internet;OFICIAL;A;N;URBANO;MAÑANA;39;36;37;35;41;185
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;67;67;62;54;69;315
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;26 A 100 LIBROS;Mejor;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;45;62;49;57;46;263
F;Estrato 2;Primaria;Primaria;Empleado;Empleado;Si;No;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;54;61;45;45;55;258
F;Estrato 1;Primaria;Bachillerato;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;No leo por entretenimiento;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;42;59;50;44;36;239
F;;;;Empleado;Empleado;;No;;Peor;;;OFICIAL;A;N;URBANO;MAÑANA;50;56;57;48;40;259
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Peor;Entre 30 y 60 minutos;Mas de 3 horas;OFICIAL;A;N;URBANO;MAÑANA;60;67;59;57;58;303
F;;;;;;;;;;;;NO OFICIAL;A;;URBANO;SABATINA;54;51;48;46;40;245
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;51;45;48;47;40;236
F;Estrato 1;;Bachillerato;Empleado;Empleado;No;Si;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;48;61;49;47;50;256
F;;;;;;;;;;;;OFICIAL;A;N;RURAL;MAÑANA;40;28;41;43;45;193
F;;;;Empleado;Empleado;;No;;Igual;;;OFICIAL;A;N;URBANO;MAÑANA;59;61;55;50;59;282
F;Estrato 2;Primaria;Tecnica o tecnoligica;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Mejor;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;53;46;46;39;57;234
M;Estrato 3;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;No Navega Internet;NO OFICIAL;A;;URBANO;SABATINA;33;29;38;36;43;173
F;1;Bachillerato;Bachillerato;Ninguno;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;N;URBANO;MAÑANA;56;51;65;52;38;273
F;;;;;;;;;;;;OFICIAL;A;N;RURAL;SABATINA;33;36;32;25;40;161
M;Estrato 1;Ninguno;Ninguno;Empleado;Empleado;No;No;0 A 10 LIBROS;Peor;No leo por entretenimiento;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;TARDE;44;39;38;36;41;197
F;Estrato 1;profesional;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Peor;No leo por entretenimiento;No Navega Internet;OFICIAL;A;N;URBANO;SABATINA;29;33;38;35;43;172
F;;;;Ninguno;Ninguno;;No;;Igual;;;OFICIAL;A;N;URBANO;MAÑANA;44;42;33;44;39;203
F;Estrato 1;Bachillerato;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;63;58;45;53;58;275
F;Estrato 1;Bachillerato;Bachillerato;Ninguno;Ninguno;No;No;0 A 10 LIBROS;Peor;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;S;URBANO;MAÑANA;55;51;49;43;33;241
F;Estrato 1;Ninguno;profesional;Ninguno;Empleado;Si;Si;0 A 10 LIBROS;Mejor;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;;RURAL;UNICA;41;45;37;43;53;212
M;Estrato 1;Primaria;Primaria;Ninguno;Empleado;No;No;11 A 25 LIBROS;Peor;No leo por entretenimiento;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;55;61;60;55;51;286
F;Estrato 1;Primaria;Primaria;Ninguno;Ninguno;No;No;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;;RURAL;MAÑANA;42;39;36;38;44;196
F;Estrato 1;Bachillerato;Tecnica o tecnoligica;Ninguno;Empleado;No;Si;0 A 10 LIBROS;Mejor;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;41;42;45;33;43;202
F;;Primaria;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Mejor;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;41;47;44;34;35;205
F;Estrato 1;Bachillerato;Bachillerato;Ninguno;;No;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;39;36;37;35;32;182
F;;;;Empleado;Empleado;;No;;Igual;;;OFICIAL;A;N;RURAL;MAÑANA;46;46;50;39;50;228
F;Sin Estrato;Ninguno;Ninguno;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;No Navega Internet;OFICIAL;A;S;RURAL;MAÑANA;35;27;38;28;26;158
M;;Ninguno;Ninguno;Ninguno;Ninguno;No;No;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;TARDE;60;46;57;65;58;285
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;41;38;39;31;45;189
M;Estrato 1;Ninguno;Primaria;Ninguno;Empleado;No;Si;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;66;63;66;58;59;315
M;Estrato 1;Bachillerato;Bachillerato;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;UNICA;68;57;56;55;46;290
F;Estrato 2;Primaria;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;57;55;62;58;50;287
